portfolio_id,first_name,last_name,email,investment_type,stock_symbol,purchase_date,purchase_price,quantity,sale_date,sale_price,profit,industry_sector,risk_level,market_cap,annual_return,exchange,Investment_strategy
277,Wilhelm,Bellord,wbellord7o@loc.gov,ETFs,TPH,3/20/2019,846.1,7182,4/20/2018,789.35,error: Field 'sale_total' not found,Healthcare,High,62359506,9.79,NASDAQ,Safe
278,Iona,Theodoris,itheodoris7p@nature.com,Bonds,SM,12/25/2013,107.99,1783,11/26/2022,128.15,error: Field 'sale_total' not found,Healthcare,Medium,212676465,97.64,LSE,Risky
279,Chrissy,Jenkins,cjenkins7q@wikimedia.org,Bonds,AMED,7/12/2012,487.3,2324,7/29/2020,441.37,error: Field 'sale_total' not found,Finance,Medium,638299545,88.99,NASDAQ,Medium
280,Vladimir,Lukock,vlukock7r@dailymotion.com,ETFs,CAKE,12/5/2017,81.82,1374,3/2/2015,338.6,error: Field 'sale_total' not found,Healthcare,High,970206298,34.93,LSE,Medium
281,Leland,Druhan,ldruhan7s@bandcamp.com,Stocks,AHT^D,8/27/2016,151.28,3988,9/21/2015,812.08,error: Field 'sale_total' not found,Healthcare,Low,989555426,55.08,NASDAQ,Safe
282,Tamas,Osbidston,tosbidston7t@drupal.org,Stocks,TISI,1/17/2017,248.81,6002,4/19/2021,606.5,error: Field 'sale_total' not found,Finance,Low,868812319,0.83,LSE,Risky
283,Tracie,Domange,tdomange7u@icio.us,Bonds,BXMT,4/1/2022,322.27,3342,3/30/2017,750.67,error: Field 'sale_total' not found,Finance,Low,363052886,27.24,LSE,Medium
284,Marena,McAlpin,mmcalpin7v@homestead.com,Bonds,WRK,4/26/2019,799.45,5667,3/20/2022,902.58,error: Field 'sale_total' not found,Finance,High,209944436,26.02,NASDAQ,Medium
285,Mitchael,Black,mblack7w@naver.com,Bonds,BSET,2/6/2021,26.28,2708,12/15/2019,419.74,error: Field 'sale_total' not found,Technology,High,607753595,27.04,LSE,Safe
286,Guss,Hansberry,ghansberry7x@tuttocitta.it,Bonds,PNFP,4/14/2012,75.54,1753,7/5/2011,617.06,error: Field 'sale_total' not found,Finance,Medium,782776145,66.87,NYSE,Risky
287,Garth,Lipmann,glipmann7y@msu.edu,ETFs,SOR,12/15/2021,687.79,3726,11/5/2013,381.29,error: Field 'sale_total' not found,Healthcare,High,744074140,62.65,NASDAQ,Medium
288,Robinett,Backs,rbacks7z@tmall.com,Bonds,DXPS,12/8/2012,662.39,4325,4/4/2015,868.06,error: Field 'sale_total' not found,Technology,High,408059602,83.14,NASDAQ,Safe
289,Delcina,Paice,dpaice80@newsvine.com,ETFs,MXE,5/28/2021,704.51,9846,3/22/2017,179.38,error: Field 'sale_total' not found,Healthcare,Low,891319812,83.49,LSE,Safe
290,Larry,Pottage,lpottage81@bloglovin.com,Bonds,HSIC,7/7/2014,654.92,6199,8/3/2021,63.43,error: Field 'sale_total' not found,Technology,High,281612507,28.16,NASDAQ,Risky
291,Niels,Hayler,nhayler82@joomla.org,Bonds,ATH,6/14/2010,791.14,4308,6/6/2012,275.38,error: Field 'sale_total' not found,Technology,High,742610943,83.72,NYSE,Safe
292,Brandy,Cogar,bcogar83@amazon.de,ETFs,RWT,9/22/2017,777.18,9003,4/25/2012,338.49,error: Field 'sale_total' not found,Healthcare,Low,922214044,7.39,NYSE,Medium
293,Amalea,Laurenz,alaurenz84@facebook.com,Stocks,ATXI,5/5/2015,440.49,9916,6/20/2021,287.01,error: Field 'sale_total' not found,Technology,High,753448974,72.12,NASDAQ,Safe
294,Dianemarie,Woltering,dwoltering85@senate.gov,Stocks,VMI,2/27/2013,258.88,5280,10/22/2011,916.3,error: Field 'sale_total' not found,Healthcare,High,314377660,18.2,LSE,Risky
295,Uriel,Bachura,ubachura86@netscape.com,Stocks,CIR,8/21/2019,826.28,1667,6/20/2018,499.64,error: Field 'sale_total' not found,Healthcare,High,272726561,72.48,LSE,Safe
296,Gladi,Elie,gelie87@berkeley.edu,ETFs,HRTG,11/6/2011,535.71,9343,2/12/2019,823.1,error: Field 'sale_total' not found,Finance,Medium,682819741,92.26,NASDAQ,Medium
297,Helge,Olyfant,holyfant88@ovh.net,ETFs,HYZD,5/24/2014,707.59,1537,4/17/2012,581.23,error: Field 'sale_total' not found,Technology,Low,224576947,99.51,NYSE,Safe
298,Shurlocke,McCree,smccree89@google.pl,ETFs,LOGI,1/17/2019,223.46,855,3/25/2012,955.76,error: Field 'sale_total' not found,Healthcare,Low,230049433,67.05,LSE,Safe
299,Dina,Grendon,dgrendon8a@google.cn,Stocks,ASB,5/18/2021,729.99,8481,4/25/2020,404.16,error: Field 'sale_total' not found,Healthcare,High,208615513,1.34,NYSE,Medium
300,Sheilah,Keays,skeays8b@slate.com,Bonds,MATR,12/20/2012,82.11,3359,2/13/2020,701.41,error: Field 'sale_total' not found,Finance,Low,479099587,79.44,LSE,Medium
301,Yurik,Mc Caughen,ymccaughen8c@acquirethisname.com,Stocks,ANH^A,7/6/2015,984.47,4395,8/11/2012,811.05,error: Field 'sale_total' not found,Healthcare,Medium,1242302,57.13,LSE,Medium
302,Michelle,Jaulmes,mjaulmes8d@furl.net,Stocks,TKC,5/13/2011,69.18,7905,9/29/2018,9.91,error: Field 'sale_total' not found,Healthcare,Medium,566486987,30.31,NYSE,Risky
303,Sandro,Kinrade,skinrade8e@slideshare.net,Stocks,AJX,6/8/2020,389.07,3177,8/31/2010,792.1,error: Field 'sale_total' not found,Technology,Low,620269655,51.11,NYSE,Risky
304,Austine,Kenen,akenen8f@wunderground.com,ETFs,GPS,9/23/2020,401.02,4807,10/21/2010,642.74,error: Field 'sale_total' not found,Technology,Low,84912026,26.13,LSE,Risky
305,Herbie,Winkle,hwinkle8g@amazon.de,Bonds,FBP,2/4/2021,447.91,262,1/13/2015,820.11,error: Field 'sale_total' not found,Technology,Medium,488539060,31.06,NYSE,Safe
306,Bronny,Leebetter,bleebetter8h@sun.com,Bonds,ZYME,8/6/2019,926.53,2312,10/27/2010,845.7,error: Field 'sale_total' not found,Finance,Medium,589807801,82.53,NYSE,Risky
307,Marieann,Earsman,mearsman8i@skype.com,Stocks,MMDM,9/18/2019,145.78,7747,8/21/2015,780.32,error: Field 'sale_total' not found,Healthcare,Low,12776950,76.4,NYSE,Risky
308,Lorelei,Philippon,lphilippon8j@taobao.com,Stocks,TOPS,2/2/2016,628.15,8081,3/25/2017,40.08,error: Field 'sale_total' not found,Finance,Medium,66447403,30.94,NASDAQ,Medium
309,Gardener,Guillot,gguillot8k@icio.us,Stocks,CADC,11/9/2016,648.34,2133,4/21/2019,637.11,error: Field 'sale_total' not found,Healthcare,Low,937444713,22.47,NASDAQ,Risky
310,Kaine,Boden,kboden8l@hostgator.com,Stocks,AGNC,6/18/2015,37.26,1440,4/27/2015,894.8,error: Field 'sale_total' not found,Finance,Low,739559553,82.16,NASDAQ,Safe
311,Demetre,Mugg,dmugg8m@boston.com,Bonds,CYCC,4/11/2021,274.76,3394,7/20/2015,73.08,error: Field 'sale_total' not found,Technology,Medium,93927476,88.73,LSE,Medium
312,Bryant,Hayford,bhayford8n@netlog.com,ETFs,FE,6/20/2015,526.87,9823,12/1/2017,741.51,error: Field 'sale_total' not found,Healthcare,Medium,680053763,28.95,NYSE,Medium
313,Felipe,Brennan,fbrennan8o@hhs.gov,Bonds,DGRW,1/26/2013,380.85,1095,9/8/2020,643.66,error: Field 'sale_total' not found,Finance,Low,98825915,51.15,NYSE,Medium
314,Kellen,Crawcour,kcrawcour8p@parallels.com,Stocks,ABY,4/14/2017,795.93,4739,9/8/2010,662.06,error: Field 'sale_total' not found,Finance,Low,902267946,66.47,NASDAQ,Medium
315,Chris,Wagenen,cwagenen8q@pinterest.com,Bonds,BCLI,8/10/2021,767.41,6669,1/10/2022,977.02,error: Field 'sale_total' not found,Healthcare,Medium,155202868,21.28,NASDAQ,Risky
316,Rorke,Zisneros,rzisneros8r@hc360.com,Stocks,ANF,8/20/2013,422.78,2272,11/3/2022,865.93,error: Field 'sale_total' not found,Technology,Medium,372808183,75.19,NYSE,Safe
317,Ashlee,Pawlik,apawlik8s@vimeo.com,Bonds,APPN,11/5/2012,741.19,8487,5/7/2012,973.15,error: Field 'sale_total' not found,Finance,High,511348863,57.03,NASDAQ,Safe
318,Nev,Ough,nough8t@google.com,ETFs,BGB,1/14/2014,882.82,1506,8/25/2016,950.01,error: Field 'sale_total' not found,Healthcare,High,273149814,26.25,NYSE,Medium
319,Bruis,Luthwood,bluthwood8u@liveinternet.ru,ETFs,GOOD,3/5/2012,800.47,2109,2/7/2011,544.4,error: Field 'sale_total' not found,Finance,Medium,55167970,84.94,NYSE,Risky
320,Roch,Jeromson,rjeromson8v@fda.gov,Stocks,SWK,3/11/2019,433.9,9869,11/13/2014,178.24,error: Field 'sale_total' not found,Healthcare,High,238873626,66.54,LSE,Risky
321,Davis,Mutton,dmutton8w@51.la,Stocks,PRAN,9/15/2021,112.03,9350,8/30/2016,526.4,error: Field 'sale_total' not found,Finance,High,735354449,52.28,NASDAQ,Medium
322,Meir,Harker,mharker8x@flavors.me,ETFs,TLLP,4/22/2021,828.47,384,7/2/2019,984.09,error: Field 'sale_total' not found,Technology,Low,755661336,70.54,NASDAQ,Safe
323,Jasmin,Ghelarducci,jghelarducci8y@t-online.de,ETFs,C^K,5/1/2019,96.06,3731,5/1/2018,347.8,error: Field 'sale_total' not found,Healthcare,High,45515009,48.95,LSE,Safe
324,Ferdie,Thumann,fthumann8z@disqus.com,Bonds,MACQ,2/3/2015,586.16,2687,8/17/2022,918.5,error: Field 'sale_total' not found,Finance,Medium,562791127,29.39,NYSE,Safe
325,Jonah,Basil,jbasil90@loc.gov,Stocks,CERN,4/23/2010,414.5,4708,11/17/2012,203.92,error: Field 'sale_total' not found,Healthcare,High,256808110,79.56,LSE,Risky
326,Wilmer,Ryall,wryall91@dyndns.org,Bonds,CHFC,8/29/2016,918.99,8371,12/24/2012,855.7,error: Field 'sale_total' not found,Technology,Low,210231762,84.41,NASDAQ,Medium
327,Eveleen,Loads,eloads92@fastcompany.com,Stocks,TROV,6/14/2015,977.92,1205,7/10/2016,620.35,error: Field 'sale_total' not found,Technology,High,559105219,64.4,LSE,Risky
328,Starr,Pottes,spottes93@shutterfly.com,Bonds,KTH,10/8/2011,215.69,8995,4/17/2010,979.94,error: Field 'sale_total' not found,Technology,Medium,184096695,65.08,LSE,Safe
329,Wendye,Dellenbrok,wdellenbrok94@nationalgeographic.com,Stocks,AZUL,12/31/2019,956.35,2321,12/31/2013,571.78,error: Field 'sale_total' not found,Healthcare,High,557341135,79.53,LSE,Medium
330,Aura,Kaysor,akaysor95@prnewswire.com,Bonds,COL,4/15/2015,209.89,6848,8/20/2016,90.54,error: Field 'sale_total' not found,Finance,High,851483180,10.88,LSE,Safe
331,Donielle,Olyfant,dolyfant96@quantcast.com,Bonds,KED,9/30/2019,158.06,5124,5/15/2011,945.37,error: Field 'sale_total' not found,Technology,Low,793130224,14.14,NASDAQ,Risky
332,Stanislas,Toovey,stoovey97@state.gov,ETFs,CATH,3/22/2018,490.61,4321,1/13/2021,345.78,error: Field 'sale_total' not found,Healthcare,Medium,141655262,15.29,LSE,Medium
333,Matelda,Havercroft,mhavercroft98@google.nl,Bonds,GENY,4/3/2011,369.72,3971,12/24/2016,595.02,error: Field 'sale_total' not found,Technology,Low,595830817,73.83,NASDAQ,Medium
334,Jena,Frake,jfrake99@opensource.org,Stocks,HT^C,6/29/2017,654.81,6328,7/14/2020,326.56,error: Field 'sale_total' not found,Finance,High,905372445,37.73,LSE,Medium
335,Derwin,Creane,dcreane9a@tumblr.com,ETFs,AEO,1/10/2018,483.55,5521,1/23/2016,295.55,error: Field 'sale_total' not found,Technology,Medium,445418938,46.51,NYSE,Risky
336,Anstice,Cainey,acainey9b@eventbrite.com,ETFs,VREX,3/19/2012,418.54,3432,8/6/2016,583.31,error: Field 'sale_total' not found,Healthcare,Medium,81603965,44.27,NASDAQ,Medium
337,Anastasie,Lincey,alincey9c@sciencedirect.com,Bonds,SMTC,10/27/2019,663.26,9702,3/6/2014,422.28,error: Field 'sale_total' not found,Healthcare,Medium,806966603,55.25,NASDAQ,Medium
338,Sheela,Regnard,sregnard9d@businessinsider.com,ETFs,TTS,7/12/2020,53.18,6391,5/19/2022,93.7,error: Field 'sale_total' not found,Technology,Low,965094065,37.96,NYSE,Risky
339,Hanni,Betke,hbetke9e@ucoz.com,Stocks,ADM,6/6/2019,681.06,2787,4/8/2010,185.38,error: Field 'sale_total' not found,Healthcare,High,191551089,53.69,NASDAQ,Risky
340,Cirilo,Zannotelli,czannotelli9f@mac.com,ETFs,CEZ,9/4/2014,158.04,3202,8/22/2019,628.81,error: Field 'sale_total' not found,Healthcare,Medium,195740962,78.74,LSE,Risky
341,Rodge,Tubb,rtubb9g@time.com,ETFs,CHMA,9/16/2021,961.53,9275,2/6/2013,480.81,error: Field 'sale_total' not found,Finance,Medium,86949646,1.27,NASDAQ,Risky
342,Cynthea,Felmingham,cfelmingham9h@google.fr,ETFs,ONCE,5/22/2019,204.6,7016,8/6/2012,181.34,error: Field 'sale_total' not found,Healthcare,Medium,469164185,16.19,LSE,Medium
343,Abigale,Eddins,aeddins9i@elpais.com,ETFs,HFC,2/13/2021,270.23,4014,5/30/2010,663.98,error: Field 'sale_total' not found,Technology,Low,578660533,70.23,NYSE,Safe
344,Trixi,Gallard,tgallard9j@gnu.org,Stocks,ONSIZ,4/1/2015,191.47,5772,5/2/2020,384.13,error: Field 'sale_total' not found,Technology,Low,69875995,22.21,LSE,Risky
345,Merrilee,Ord,mord9k@woothemes.com,ETFs,AMH^D,3/6/2015,941.65,4795,6/21/2016,918.89,error: Field 'sale_total' not found,Finance,Low,678981368,72.85,NASDAQ,Risky
346,Hart,Keetch,hkeetch9l@github.io,Bonds,OMAM,9/10/2022,231.8,2666,11/14/2015,97.56,error: Field 'sale_total' not found,Finance,High,327700569,95.28,NYSE,Medium
347,Ennis,Klaessen,eklaessen9m@xing.com,Bonds,TECH,7/31/2011,690.61,7649,12/29/2020,308.65,error: Field 'sale_total' not found,Finance,High,141394956,16.46,LSE,Risky
348,Elisha,Wince,ewince9n@ucsd.edu,ETFs,TWO^A,2/5/2010,777.98,5377,11/26/2013,863.25,error: Field 'sale_total' not found,Healthcare,Medium,773807461,8.55,LSE,Risky
349,Jacklyn,Plait,jplait9o@shutterfly.com,Stocks,AZO,10/8/2012,222.58,9399,8/11/2017,841.82,error: Field 'sale_total' not found,Technology,Low,637541461,39.2,NYSE,Medium
350,Carver,Kundert,ckundert9p@live.com,Stocks,DX^B,6/13/2015,125.1,4473,11/4/2014,709.35,error: Field 'sale_total' not found,Technology,Low,566465871,53.06,NASDAQ,Risky
351,Joete,Royl,jroyl9q@dagondesign.com,Stocks,PSDO,7/29/2021,765.54,6935,7/4/2011,546.64,error: Field 'sale_total' not found,Finance,Medium,366696915,99.81,NASDAQ,Safe
352,Shanie,Abley,sabley9r@dyndns.org,Bonds,SBRAP,12/6/2014,228.96,4924,2/29/2020,645.99,error: Field 'sale_total' not found,Technology,Low,669714273,50.52,NASDAQ,Safe
353,Vannie,Peidro,vpeidro9s@php.net,Stocks,LKOR,7/7/2022,402.12,7318,1/16/2011,319.34,error: Field 'sale_total' not found,Technology,Low,423711362,53.86,NYSE,Risky
354,Fonzie,Gynn,fgynn9t@admin.ch,Stocks,WVFC,5/17/2012,246.76,4998,1/15/2011,784.52,error: Field 'sale_total' not found,Finance,High,704436651,20.13,NASDAQ,Medium
355,Jessey,Neeves,jneeves9u@hhs.gov,Stocks,PTEN,7/18/2020,134.19,3358,6/30/2021,862.23,error: Field 'sale_total' not found,Finance,High,950154604,50.24,NYSE,Risky
356,Corny,Alejandre,calejandre9v@prweb.com,ETFs,IPCC,6/29/2022,190.56,6504,2/11/2015,701.65,error: Field 'sale_total' not found,Healthcare,Medium,238402655,45.77,NYSE,Medium
357,Nanine,Boughen,nboughen9w@mozilla.org,ETFs,LLL,11/4/2018,499.81,5755,1/16/2016,687.23,error: Field 'sale_total' not found,Technology,High,925861513,48.47,LSE,Risky
358,Dacie,Kohrt,dkohrt9x@huffingtonpost.com,Bonds,ENTL,5/3/2010,711.58,5954,4/26/2013,287.15,error: Field 'sale_total' not found,Finance,High,927609369,13.1,LSE,Risky
359,Major,Hatchman,mhatchman9y@prweb.com,Stocks,SPNC,6/7/2020,798.9,3025,1/30/2012,75.54,error: Field 'sale_total' not found,Healthcare,Low,243548315,77.56,LSE,Risky
360,Sibeal,Challin,schallin9z@mapquest.com,ETFs,BOXC,7/14/2020,97.44,5751,4/4/2013,696.47,error: Field 'sale_total' not found,Healthcare,Low,589081188,93.67,NYSE,Risky
361,Peggie,Screeton,pscreetona0@123-reg.co.uk,ETFs,MBI,4/6/2018,36.27,4228,3/16/2021,798.65,error: Field 'sale_total' not found,Healthcare,Medium,861272248,94.21,NASDAQ,Medium
362,Brad,Crowest,bcrowesta1@usda.gov,ETFs,SRCL,2/13/2019,898.37,2349,10/31/2017,26.39,error: Field 'sale_total' not found,Healthcare,Low,840857378,1.2,NASDAQ,Medium
363,Charla,Fluger,cflugera2@instagram.com,Bonds,WFC^L,8/14/2013,37.69,6911,11/15/2010,683.75,error: Field 'sale_total' not found,Finance,Low,956601205,73.72,LSE,Medium
364,Giorgia,Cornew,gcornewa3@posterous.com,Bonds,DTYL,3/4/2015,728.59,9409,7/19/2013,730.28,error: Field 'sale_total' not found,Healthcare,High,102778286,31.63,LSE,Medium
365,Dwight,Kitching,dkitchinga4@ihg.com,ETFs,CYHHZ,9/24/2013,710.52,7452,10/17/2022,36.64,error: Field 'sale_total' not found,Healthcare,High,165461166,32.66,LSE,Safe
366,Lacie,Dominico,ldominicoa5@1688.com,Stocks,INTL,6/13/2022,852.35,5386,10/24/2019,495.91,error: Field 'sale_total' not found,Finance,Medium,328458688,84.09,NYSE,Safe
367,Perrine,MacDuffie,pmacduffiea6@reuters.com,Stocks,TIL,8/31/2010,901.11,1138,3/25/2018,779.75,error: Field 'sale_total' not found,Technology,Low,678587845,22.89,NASDAQ,Safe
368,Maible,Wandrey,mwandreya7@bravesites.com,Stocks,DX^B,8/14/2020,754.12,6655,3/13/2010,144.52,error: Field 'sale_total' not found,Finance,Medium,499412251,52.55,NASDAQ,Medium
369,Alexandr,Gullyes,agullyesa8@scientificamerican.com,Bonds,NDRAU,10/26/2010,543.63,2759,4/11/2013,464.52,error: Field 'sale_total' not found,Technology,Medium,905321292,47.01,NASDAQ,Medium
370,Noam,Swindlehurst,nswindlehursta9@unicef.org,Bonds,SYKE,7/28/2021,547.99,613,2/17/2014,131.62,error: Field 'sale_total' not found,Technology,High,112900088,16.06,LSE,Safe
371,Hugibert,Manklow,hmanklowaa@naver.com,Stocks,LOCO,11/27/2013,820.68,6168,4/9/2020,831.76,error: Field 'sale_total' not found,Healthcare,Medium,859309159,41.1,LSE,Risky
372,Lori,Brezlaw,lbrezlawab@amazon.co.jp,Stocks,VRA,2/2/2012,528.67,8810,9/8/2010,778.44,error: Field 'sale_total' not found,Finance,Medium,669470389,74.28,LSE,Risky
373,Karlotta,Eassom,keassomac@webs.com,ETFs,HMHC,3/16/2022,631.14,245,7/21/2012,593.9,error: Field 'sale_total' not found,Healthcare,Low,6674068,97.79,LSE,Risky
374,Elaine,Doerrling,edoerrlingad@cornell.edu,Bonds,VIV,12/13/2015,174.6,6720,8/25/2012,782.18,error: Field 'sale_total' not found,Technology,High,433096866,87.05,NYSE,Risky
375,Teressa,Gerson,tgersonae@auda.org.au,Stocks,LBRDA,3/28/2014,576.54,1291,8/23/2012,601.85,error: Field 'sale_total' not found,Technology,High,479142979,50.48,NASDAQ,Medium
376,Dorita,Verdon,dverdonaf@europa.eu,Stocks,SHLDW,9/30/2011,166.58,7880,1/19/2015,631.99,error: Field 'sale_total' not found,Technology,Medium,780464567,57.09,NASDAQ,Medium
377,Rodrique,Inmett,rinmettag@usda.gov,Bonds,GTY,11/18/2014,425.38,304,8/24/2021,452.38,error: Field 'sale_total' not found,Technology,Low,960656724,77.98,NASDAQ,Medium
378,Alika,Locket,alocketah@cloudflare.com,Bonds,DST,2/3/2013,579.09,3328,3/24/2012,155.98,error: Field 'sale_total' not found,Healthcare,High,499893370,69.5,LSE,Safe
379,Arny,Bernier,abernierai@wufoo.com,Bonds,AET,9/7/2022,362.0,9972,1/1/2013,641.48,error: Field 'sale_total' not found,Finance,Low,107946219,78.92,NYSE,Risky
380,Deina,Bockler,dbockleraj@ftc.gov,Stocks,FTAG,10/10/2015,246.4,5590,10/28/2014,659.42,error: Field 'sale_total' not found,Technology,Low,19846483,69.16,NASDAQ,Medium
381,Kinna,Gerding,kgerdingak@photobucket.com,ETFs,BML^L,8/19/2016,479.46,9892,8/10/2015,185.53,error: Field 'sale_total' not found,Healthcare,Low,876382309,67.18,NASDAQ,Medium
382,Seline,Perin,sperinal@loc.gov,ETFs,ANCB,3/19/2019,466.59,364,4/25/2013,281.45,error: Field 'sale_total' not found,Healthcare,Low,324548524,18.56,NYSE,Safe
383,Stan,Drake,sdrakeam@arstechnica.com,ETFs,HI,7/15/2020,884.75,6988,4/9/2018,837.04,error: Field 'sale_total' not found,Finance,Low,430592756,1.47,NYSE,Risky
384,Neils,Bourges,nbourgesan@redcross.org,ETFs,PSA^C,10/15/2020,668.03,4784,6/6/2014,560.08,error: Field 'sale_total' not found,Finance,Low,7716258,84.0,NYSE,Medium
385,Hinda,Tallowin,htallowinao@aboutads.info,Bonds,FSV,1/19/2021,309.89,5944,5/27/2014,794.44,error: Field 'sale_total' not found,Healthcare,Low,673597293,34.59,NASDAQ,Risky
386,Seka,Swires,sswiresap@friendfeed.com,Bonds,CMD,10/13/2019,2.38,1278,8/24/2022,62.03,error: Field 'sale_total' not found,Healthcare,Low,920235183,69.19,NASDAQ,Medium
387,Aguste,Pikett,apikettaq@latimes.com,Bonds,OFG^D,7/8/2014,131.12,5010,9/1/2015,396.72,error: Field 'sale_total' not found,Technology,Medium,85461523,34.67,NASDAQ,Medium
388,Roderigo,Pinchon,rpinchonar@constantcontact.com,Stocks,EDIT,5/12/2022,274.16,1482,3/8/2010,70.62,error: Field 'sale_total' not found,Finance,Medium,498020348,3.92,NYSE,Safe
389,Celinka,Whitehorn,cwhitehornas@ezinearticles.com,Stocks,CASS,8/6/2022,777.69,8902,11/22/2015,467.51,error: Field 'sale_total' not found,Technology,High,597292436,34.93,NYSE,Medium
390,Gerick,Olifard,golifardat@unc.edu,Stocks,EGY,4/10/2022,388.08,592,9/7/2021,40.34,error: Field 'sale_total' not found,Technology,Medium,544902782,48.04,LSE,Medium
391,Fina,Spore,fsporeau@drupal.org,Bonds,BIO,1/31/2014,541.66,431,12/19/2019,248.52,error: Field 'sale_total' not found,Finance,Low,621168093,25.43,LSE,Safe
392,Larry,Docharty,ldochartyav@usgs.gov,Stocks,BBG,1/22/2012,124.17,3057,1/10/2020,531.2,error: Field 'sale_total' not found,Technology,High,432175679,89.06,NASDAQ,Risky
393,Linea,Woodyeare,lwoodyeareaw@mapy.cz,Stocks,JELD,5/31/2017,193.08,5626,7/25/2014,289.6,error: Field 'sale_total' not found,Technology,High,217569833,57.97,NASDAQ,Safe
394,Timmy,Mapledoore,tmapledooreax@meetup.com,Stocks,VRNA,7/10/2021,730.61,209,12/30/2020,96.15,error: Field 'sale_total' not found,Healthcare,Medium,196183425,62.3,LSE,Medium
395,Harlan,Tondeur,htondeuray@umich.edu,ETFs,RFIL,12/22/2013,22.69,1004,4/12/2020,626.98,error: Field 'sale_total' not found,Healthcare,High,804794800,77.35,NASDAQ,Safe
396,Brooke,Morphew,bmorphewaz@cloudflare.com,ETFs,BOMN,11/2/2012,753.22,6097,9/4/2019,161.74,error: Field 'sale_total' not found,Healthcare,Medium,940422995,17.53,NASDAQ,Risky
397,Marilee,Stefi,mstefib0@etsy.com,Stocks,TRNO,10/21/2021,655.75,5461,11/20/2010,913.4,error: Field 'sale_total' not found,Finance,High,254825852,79.22,NYSE,Medium
398,Heda,Colville,hcolvilleb1@facebook.com,Stocks,BFIN,5/5/2014,775.15,7860,5/24/2016,944.57,error: Field 'sale_total' not found,Technology,High,983014280,1.7,NASDAQ,Risky
399,Katherine,Peile,kpeileb2@prweb.com,ETFs,PANW,3/16/2021,83.22,1000,12/23/2017,830.85,error: Field 'sale_total' not found,Healthcare,Medium,904002905,82.17,NYSE,Medium
400,Darrell,Jesteco,djestecob3@tumblr.com,ETFs,PLYA,8/2/2011,967.9,1505,12/21/2014,106.38,error: Field 'sale_total' not found,Healthcare,Low,730680359,96.86,LSE,Medium
401,Kathi,Boykett,kboykettb4@skyrock.com,Bonds,GSL,10/31/2014,769.34,8962,7/25/2014,435.75,error: Field 'sale_total' not found,Technology,Low,342207310,12.11,LSE,Risky
402,Ginnie,Perrigo,gperrigob5@pen.io,Stocks,BGT,1/30/2016,783.75,2025,2/28/2017,881.02,error: Field 'sale_total' not found,Healthcare,Low,763236858,28.94,LSE,Medium
403,Buckie,Dedmam,bdedmamb6@networksolutions.com,Bonds,HBANN,10/29/2017,254.43,2869,7/30/2010,179.1,error: Field 'sale_total' not found,Healthcare,Medium,788431465,16.79,NYSE,Medium
404,Durand,Dearle-Palser,ddearlepalserb7@ebay.com,ETFs,IDXX,9/27/2017,449.53,8294,8/29/2010,770.87,error: Field 'sale_total' not found,Finance,High,407506903,61.35,LSE,Safe
405,Clair,Duke,cdukeb8@wordpress.com,ETFs,BKFS,2/28/2021,751.15,600,12/12/2021,861.81,error: Field 'sale_total' not found,Finance,High,473022981,82.95,NYSE,Safe
406,Morgen,Towsie,mtowsieb9@ebay.co.uk,Bonds,GOL,9/11/2021,786.04,1141,10/5/2015,584.4,error: Field 'sale_total' not found,Technology,Medium,800723317,31.61,NYSE,Risky
407,Cally,Bleackly,cbleacklyba@reference.com,Bonds,SHG,10/3/2018,186.29,1728,11/19/2013,124.61,error: Field 'sale_total' not found,Technology,Low,792668837,48.06,NASDAQ,Risky
408,Marcia,Wrennall,mwrennallbb@networksolutions.com,Bonds,TXT,6/15/2010,33.55,2497,8/12/2013,513.07,error: Field 'sale_total' not found,Healthcare,Low,736444795,3.4,NYSE,Safe
409,Tilda,Lacrouts,tlacroutsbc@nytimes.com,Stocks,BSQR,8/2/2010,291.39,6064,6/16/2016,682.51,error: Field 'sale_total' not found,Technology,Low,137328784,47.22,NASDAQ,Safe
410,Karolina,Hupka,khupkabd@deliciousdays.com,ETFs,DFIN,1/4/2011,523.24,3988,4/15/2013,663.02,error: Field 'sale_total' not found,Finance,High,477082966,85.5,NASDAQ,Risky
411,Marybelle,Walak,mwalakbe@networksolutions.com,Bonds,RMR,6/13/2011,572.03,8704,1/19/2011,655.18,error: Field 'sale_total' not found,Finance,High,326323008,10.48,LSE,Medium
412,Andi,Menghi,amenghibf@mashable.com,Stocks,DUC,3/28/2016,759.54,1313,7/15/2022,81.07,error: Field 'sale_total' not found,Technology,Medium,187856876,21.89,NYSE,Medium
413,Rip,Stranieri,rstranieribg@google.es,ETFs,NMZ,7/24/2019,801.85,7536,10/4/2010,305.21,error: Field 'sale_total' not found,Technology,Low,325172726,95.73,NYSE,Safe
414,Norah,Reeman,nreemanbh@salon.com,ETFs,BL,8/16/2010,78.13,702,12/23/2018,888.71,error: Field 'sale_total' not found,Finance,Low,329526148,10.18,NASDAQ,Risky
415,Sander,Latour,slatourbi@1688.com,ETFs,PMF,2/16/2012,153.17,8160,5/10/2019,501.34,error: Field 'sale_total' not found,Finance,Low,991375314,93.32,LSE,Medium
416,Delphine,Saltwell,dsaltwellbj@jalbum.net,ETFs,NVUS,9/5/2011,530.19,6129,7/9/2022,67.58,error: Field 'sale_total' not found,Technology,High,108103816,97.42,LSE,Medium
